Game Started:,7/15/2021 7:03:09 PM
00:00:00,Frederik,Heart, 5
00:00:00,Mathias,Heart, 9
00:00:01,Lasse,Heart, 8
00:00:02,Frederik,Heart, 11
00:00:02,Mathias,Spade, 11
00:00:03,Lasse,Heart, 2
00:00:03,Frederik,Heart, 4
00:00:03,Mathias,Club, 7
00:00:04,Lasse,Club, 5
00:00:04,Frederik,Spade, 6
00:00:05,Mathias,Club, 6
00:00:05,Lasse,Heart, 12
00:00:05,Frederik,Spade, 12
00:00:06,Mathias,Club, 14
Chuck!,Mathias,00:03:975
Game Ended,00:00:47
name,nr of beers,nr of sips,avg Sips,time Total,avg Time
Frederik,2.714286,38,7.6,00:00:01.7770043,00:00:00.3550000
Mathias,3.357143,47,9.4,00:00:02.3431474,00:00:00.4690000
Lasse,1.928571,27,6.75,00:00:01.9562245,00:00:00.4890000
File End
