Game Started:,7/15/2021 8:04:26 PM
00:00:00,Frederik,Triangle, 6
00:00:00,Mathias,Heart, 9
00:00:00,Andreas,Star, 13
00:00:00,Lasse,Star, 8
00:00:00,Jakob,Star, 3
00:00:00,Steffen,Cross, 13
00:00:00,Jonas,Cross, 5
00:00:00,Didrik,Spade, 12
00:00:01,Jens,Square, 11
00:00:01,Vagner,Diamond, 13
00:00:01,Sonja,Diamond, 11
00:00:01,Randi,Diamond, 3
00:00:01,Frederik,Square, 7
00:00:01,Mathias,Square, 8
00:00:01,Andreas,Triangle, 4
00:00:02,Lasse,Circle, 12
00:00:02,Jakob,Club, 9
00:00:02,Steffen,Circle, 8
00:00:02,Jonas,Cross, 8
00:00:02,Didrik,Cross, 7
00:00:02,Jens,Heart, 5
00:00:03,Vagner,Heart, 4
00:00:03,Sonja,Penis, 9
00:00:03,Randi,Heart, 8
00:00:03,Frederik,Club, 10
00:00:03,Mathias,Thumb, 12
00:00:03,Andreas,Heart, 14
Chuck!,Andreas,00:00:163
00:00:04,Lasse,Cross, 6
00:00:04,Jakob,Line, 8
00:00:04,Steffen,Thumb, 14
Chuck!,Steffen,00:00:166
00:00:05,Jonas,Heart, 11
00:00:05,Didrik,Diamond, 2
00:00:05,Jens,Spade, 5
00:00:06,Vagner,Line, 14
Chuck!,Vagner,00:00:153
00:00:06,Sonja,Triangle, 11
00:00:06,Randi,Club, 5
00:00:07,Frederik,Club, 2
00:00:07,Mathias,Diamond, 9
00:00:07,Andreas,Diamond, 5
00:00:07,Lasse,Line, 5
00:00:07,Jakob,Thumb, 6
00:00:07,Steffen,Cross, 11
00:00:07,Jonas,Line, 4
00:00:08,Didrik,Circle, 2
00:00:08,Jens,Spade, 8
00:00:08,Vagner,Circle, 14
Chuck!,Vagner,00:00:158
00:00:09,Sonja,Circle, 4
00:00:09,Randi,Circle, 6
00:00:09,Frederik,Club, 7
00:00:09,Mathias,Star, 9
00:00:09,Andreas,Line, 3
00:00:09,Lasse,Club, 4
00:00:10,Jakob,Heart, 7
00:00:10,Steffen,Club, 11
00:00:10,Jonas,Club, 8
00:00:10,Didrik,Penis, 5
00:00:10,Jens,Spade, 14
Chuck!,Jens,00:00:158
00:00:11,Vagner,Triangle, 2
00:00:11,Sonja,Heart, 10
00:00:11,Randi,Club, 14
Chuck!,Randi,00:00:163
00:00:12,Frederik,Club, 3
00:00:12,Mathias,Circle, 10
00:00:12,Andreas,Square, 12
00:00:12,Lasse,Circle, 5
00:00:12,Jakob,Line, 7
00:00:13,Steffen,Penis, 12
00:00:13,Jonas,Triangle, 10
00:00:13,Didrik,Cross, 4
00:00:13,Jens,Club, 13
00:00:13,Vagner,Triangle, 8
00:00:13,Sonja,Square, 5
00:00:14,Randi,Triangle, 12
00:00:14,Frederik,Spade, 6
00:00:14,Mathias,Square, 9
00:00:14,Andreas,Cross, 12
00:00:14,Lasse,Line, 2
00:00:14,Jakob,Thumb, 7
00:00:15,Steffen,Cross, 10
00:00:15,Jonas,Diamond, 6
00:00:15,Didrik,Star, 11
00:00:15,Jens,Thumb, 11
00:00:15,Vagner,Diamond, 4
00:00:15,Sonja,Penis, 8
00:00:16,Randi,Penis, 11
00:00:16,Frederik,Club, 12
00:00:16,Mathias,Star, 6
00:00:16,Andreas,Star, 2
00:00:16,Lasse,Square, 13
00:00:16,Jakob,Square, 4
00:00:17,Steffen,Spade, 3
00:00:17,Jonas,Thumb, 2
00:00:17,Didrik,Heart, 6
00:00:17,Jens,Star, 4
00:00:17,Vagner,Penis, 14
Chuck!,Vagner,00:00:157
00:00:18,Sonja,Thumb, 4
00:00:18,Randi,Triangle, 9
00:00:18,Frederik,Circle, 11
00:00:18,Mathias,Cross, 14
Chuck!,Mathias,00:00:162
00:00:19,Andreas,Heart, 13
00:00:19,Lasse,Star, 5
00:00:19,Jakob,Penis, 13
00:00:20,Steffen,Heart, 2
00:00:20,Jonas,Line, 10
00:00:20,Didrik,Triangle, 5
00:00:20,Jens,Line, 13
00:00:20,Vagner,Diamond, 8
00:00:20,Sonja,Triangle, 3
00:00:21,Randi,Spade, 10
00:00:21,Frederik,Cross, 9
00:00:21,Mathias,Spade, 2
00:00:21,Andreas,Square, 14
Chuck!,Andreas,00:00:164
00:00:22,Lasse,Thumb, 5
00:00:22,Jakob,Spade, 13
00:00:22,Steffen,Spade, 11
00:00:22,Jonas,Square, 6
00:00:22,Didrik,Penis, 10
00:00:23,Jens,Heart, 12
00:00:23,Vagner,Penis, 3
00:00:23,Sonja,Thumb, 13
00:00:23,Randi,Cross, 2
00:00:23,Frederik,Thumb, 10
00:00:23,Mathias,Square, 2
00:00:24,Andreas,Thumb, 8
00:00:24,Lasse,Penis, 4
00:00:24,Jakob,Diamond, 10
00:00:24,Steffen,Spade, 7
00:00:24,Jonas,Circle, 3
00:00:24,Didrik,Star, 7
00:00:25,Jens,Star, 14
Chuck!,Jens,00:00:161
00:00:25,Vagner,Line, 11
00:00:25,Sonja,Line, 9
00:00:26,Randi,Triangle, 13
00:00:26,Frederik,Penis, 2
00:00:26,Mathias,Diamond, 14
Chuck!,Mathias,00:00:173
00:00:27,Andreas,Square, 3
00:00:27,Lasse,Club, 6
00:00:27,Jakob,Triangle, 14
Chuck!,Jakob,00:00:170
00:00:28,Steffen,Penis, 7
00:00:28,Jonas,Diamond, 12
00:00:28,Didrik,Circle, 13
00:00:28,Jens,Line, 6
00:00:28,Vagner,Square, 10
00:00:29,Sonja,Circle, 9
00:00:29,Randi,Triangle, 7
00:00:29,Frederik,Penis, 6
00:00:29,Mathias,Spade, 4
00:00:29,Andreas,Thumb, 9
00:00:29,Lasse,Spade, 9
00:00:29,Jakob,Star, 12
00:00:30,Steffen,Circle, 7
00:00:30,Jonas,Cross, 3
00:00:30,Didrik,Diamond, 7
00:00:30,Jens,Star, 10
00:00:30,Vagner,Heart, 3
00:00:31,Sonja,Line, 12
00:00:31,Randi,Thumb, 3
Game Ended,00:00:31
name,nr of beers,nr of sips,avg Sips,time Total,avg Time
Frederik,6.5,91,7,00:00:01.9753456,00:00:00.1520000
