Game Started:,7/15/2021 7:28:46 PM
00:00:00,Mathias,Penis, 9
00:00:00,Frederik,Circle, 10
00:00:01,Steffen,Heart, 13
00:00:01,Andreas,Spade, 2
00:00:02,Lasse,Diamond, 4
00:00:02,Jakob,Heart, 9
00:00:03,Mathias,Spade, 6
00:00:03,Frederik,Penis, 11
00:00:04,Steffen,Spade, 3
00:00:04,Andreas,Penis, 8
00:00:04,Lasse,Diamond, 9
00:00:04,Jakob,Circle, 2
00:00:05,Mathias,Diamond, 8
00:00:05,Frederik,Spade, 9
00:00:05,Steffen,Heart, 6
00:00:05,Andreas,Club, 7
00:00:06,Lasse,Circle, 14
Chuck!,Lasse,00:00:923
00:00:07,Jakob,Heart, 4
00:00:08,Mathias,Spade, 7
00:00:09,Frederik,Heart, 8
00:00:09,Steffen,Spade, 11
00:00:09,Andreas,Circle, 3
00:00:10,Lasse,Penis, 2
Game Ended,00:00:13
name,nr of beers,nr of sips,avg Sips,time Total,avg Time
Mathias,2.142857,30,7.5,00:00:01.6108819,00:00:00.4030000
Frederik,2.714286,38,9.5,00:00:02.0111621,00:00:00.5030000
Steffen,2.357143,33,8.25,00:00:01.4580796,00:00:00.3650000
Andreas,1.428571,20,5,00:00:01.3583214,00:00:00.3400000
Lasse,2.071429,29,7.25,00:00:01.2966605,00:00:00.3240000
Jakob,1.071429,15,5,00:00:00.9350097,00:00:00.3120000
File End
