Game Started:,7/15/2021 6:38:55 PM
00:00:00,a,Heart, 10
00:00:00,b,Club, 3
00:00:01,c,Diamond, 3
00:00:02,d,Club, 13
00:00:03,e,Heart, 4
00:00:04,f,Spade, 6
00:00:05,a,Diamond, 8
00:00:07,b,Spade, 12
00:00:08,c,Penis, 14
Chuck!,c,00:03:401
00:00:28,d,Circle, 11
00:00:29,e,Club, 2
00:00:30,f,Circle, 12
00:00:31,a,Heart, 3
00:00:32,b,Heart, 13
00:00:32,c,Spade, 2
00:00:34,d,Spade, 8
00:00:34,e,Circle, 7
00:00:35,f,Circle, 10
00:00:36,a,Spade, 5
00:00:37,b,Heart, 7
00:00:38,c,Club, 12
00:00:39,d,Club, 8
00:00:40,e,Diamond, 4
00:00:41,f,Diamond, 6
00:00:42,a,Penis, 4
00:00:42,b,Circle, 14
Chuck!,b,00:05:015
00:01:02,c,Club, 14
Chuck!,c,00:09:538
00:01:33,d,Diamond, 2
00:01:34,e,Circle, 8
00:01:35,f,Penis, 10
00:01:36,a,Diamond, 9
00:01:37,b,Penis, 6
00:01:37,c,Club, 11
00:01:38,d,Diamond, 14
Chuck!,d,00:00:989
00:01:43,e,Spade, 9
00:01:44,f,Diamond, 10
00:01:45,a,Diamond, 11
00:01:46,b,Heart, 2
00:01:46,c,Spade, 3
00:01:47,d,Diamond, 13
00:01:48,e,Club, 10
00:01:49,f,Spade, 14
Chuck!,f,00:04:165
00:02:07,a,Heart, 11
00:02:08,b,Penis, 5
00:02:09,c,Penis, 2
00:02:10,d,Club, 5
00:02:11,e,Penis, 9
00:02:12,f,Heart, 8
00:02:13,a,Circle, 6
00:02:14,b,Heart, 6
00:02:14,c,Heart, 14
Chuck!,c,00:02:931
Game Ended,00:02:29
name,nr of beers,nr of sips,avg Sips,time Total,avg Time
a,4.785714,67,7.444445,00:00:07.1731444,00:00:00.7970000
b,4.857143,68,7.555555,00:00:08.9971510,00:00:01
c,5.357143,75,8.333333,00:00:08.8897039,00:00:00.9880000
d,5.285714,74,9.25,00:00:08.5770430,00:00:01.0720000
e,3.785714,53,6.625,00:00:06.9150705,00:00:00.8640000
f,5.428571,76,9.5,00:00:07.0391068,00:00:00.8800000
File End
